--bus section
i, v(p.u.), theta(deg), bcs(MVAR at v = 1 p.u.)
255.0,1.0,0.9899999999999999,0.5700000000188519
256.0,1.0,0.8699999999999999,0.5000000000753203
257.0,1.0,1.6200000000000003,0.93000000003739
258.0,1.0,0.33,0.19000000001271233
264.0,1.0,11.76,7.799997439447679
265.0,1.0,3.18,2.109999716295682
275.0,1.0,30.36,20.13999992301907
301.0,1.0,0.8699999999999999,0.49999999988460986
302.0,1.0,0.8699999999999999,0.49999999981086934
305.0,1.0,0.17398333484889827,0.16500000000342108
306.0,1.0,0.41731426673248917,0.4000000000177494
319.0,1.0,7.3530814078325095,7.084999978304984
350.0,1.0,2.607870427556724,2.5100000004479432
351.0,1.0,1.0779644624947267,1.0400000001052567
352.0,1.0,2.5032126821901315,2.4100000004576136
353.0,1.0,12.86255416979042,12.395000010200876
361.0,1.0,0.48,0.3149999999723972
362.0,1.0,3.3000000000000003,2.1899999956062075
363.0,1.0,0.96,0.6349999997337663
388.0,1.0,2.9998779296875,1.9900000232667137
389.0,1.0,52.001953125,34.495008132481836
390.0,1.0,52.001953125,34.49501109940728
391.0,1.0,52.001953125,34.49501234617916
392.0,1.0,34.92,23.165004072346946
393.0,1.0,34.92,23.1650040451236
394.0,1.0,34.92,23.165024999306176
395.0,1.0,34.92,23.165002250432
396.0,1.0,34.92,23.165006462217956
409.0,1.0,30.0048828125,19.89999999339863
410.0,1.0,41.08,27.254999992223677
411.0,1.0,41.08,27.254999988410834
412.0,1.0,41.08,27.254999989262537
413.0,1.0,41.08,27.25499997933194
414.0,1.0,33.33,22.10999997905102
430.0,1.0,0.17398333483605533,0.1650000000655999
431.0,1.0,0.5739783446894325,0.5550000014480932
432.0,1.0,0.2086497797279355,0.2000000002195969
433.0,1.0,1.1646278849751466,1.120000001548929
434.0,1.0,0.7473078611940753,0.7200000040390085
435.0,1.0,34.23035656645192,33.00000654956214
436.0,1.0,34.23035698548387,33.00001311940684
437.0,1.0,34.230357069618705,33.00000996621566
438.0,1.0,34.23035686280687,33.000008209110064
439.0,1.0,34.230357057450064,33.000012785091094
442.0,1.0,32.4,21.490000760564687
443.0,1.0,52.5,34.82000322768812
444.0,1.0,0.9899999999999999,0.6550000003018545
455.0,1.0,66.85,44.34490964961915
456.0,1.0,133.7,88.68464804340852
458.0,1.0,79.90731019328298,0.0
463.0,1.0,2.16,1.2399999987145118
480.0,1.0,9.734401980480342,9.37999999399967
481.0,1.0,7.822296003712957,7.5349999998592025
482.0,1.0,7.822295987137371,7.534999996628544
483.0,1.0,4.172360140976101,4.020000000434056
484.0,1.0,4.867588590768931,4.689999999333782
494.0,1.0,1.7399999999999998,0.9949999995896128
497.0,1.0,10.429500869955909,10.049999985526492
498.0,1.0,3.1291538633287472,3.0149999987584435
